tag,img,alpha,tau,epochs,auroc,auprc,f1_macro,f1_macro_opt
KD_R18→MBV3_128_a0.1_t5_e12,128,0.1,5,12,0.7664473652839661,0.1571112424135208,0.18056075538603514,0.22464682307106557
